occupation,has_domain,domain,clean_title
mechaniker,FALSE,NA,mechaniker
bilanzbuchhalterin,FALSE,NA,bilanzbuchhalterin
kommunalbeamter oberinspektor a d,FALSE,NA,kommunalbeamter oberinspektor a d
mdb ökologin,FALSE,NA,mdb ökologin
umschüler zum ergotherapeuten,FALSE,NA,umschüler zum ergotherapeuten
entwicklungsingenieur,FALSE,NA,entwicklungsingenieur
diplom volkswirt handelsvertreter,FALSE,NA,diplom volkswirt handelsvertreter
senatorin a d,FALSE,NA,senatorin a d
progammierer,FALSE,NA,progammierer
journalistin ruhestand,FALSE,NA,journalistin ruhestand
bürgermeister stadt berga,FALSE,NA,bürgermeister stadt berga
altenpfleger,FALSE,NA,altenpfleger
lehrer bürgermeister,FALSE,NA,lehrer bürgermeister
mdb zerspanungsfacharbeiter,FALSE,NA,mdb zerspanungsfacharbeiter
kaufmännisch wissenschaftlicher angestellter,FALSE,NA,kaufmännisch wissenschaftlicher angestellter
mdb diplom theologe,FALSE,NA,mdb diplom theologe
diplom ingenieur fh biolandwirt,FALSE,NA,diplom ingenieur fh biolandwirt
umweltberaterin,FALSE,NA,umweltberaterin
biologe technikberater,FALSE,NA,biologe technikberater
verkaufsberater z zt arbeitslos,FALSE,NA,verkaufsberater z zt arbeitslos
parlamentarischer geschäftsführer rechtsanwalt,FALSE,NA,parlamentarischer geschäftsführer rechtsanwalt
kraftfahrzeug schlosser kaufmann,FALSE,NA,kraftfahrzeug schlosser kaufmann
fremdsprachensekretärin,FALSE,NA,fremdsprachensekretärin
altenpflegehelfer,FALSE,NA,altenpflegehelfer
chefredakteurin,FALSE,NA,chefredakteurin
hausmann polizeibeamter a d,FALSE,NA,hausmann polizeibeamter a d
leiter entwicklung,FALSE,NA,leiter entwicklung
diplom informatikerin fh sprachwissenschaftlerin,FALSE,NA,diplom informatikerin fh sprachwissenschaftlerin
ehemaliges mitglied des deutschen bundestages,FALSE,NA,ehemaliges mitglied des deutschen bundestages
medizinisch technische assistentin mta,FALSE,NA,medizinisch technische assistentin mta
staatssekretär theologe,FALSE,NA,staatssekretär theologe
diplom ingenieur gartenbau,FALSE,NA,diplom ingenieur gartenbau
diplom journalistin,FALSE,NA,diplom journalistin
jurist regierungs direktor a d,FALSE,NA,jurist regierungs direktor a d
berufschullehrer diplom ingenieur fh,FALSE,NA,berufschullehrer diplom ingenieur fh
betriebsrat,FALSE,NA,betriebsrat
nervenarzt,FALSE,NA,nervenarzt
büroinformationselektroniker,FALSE,NA,büroinformationselektroniker
waffeningenieur,FALSE,NA,waffeningenieur
mdb journalistin,FALSE,NA,mdb journalistin
motorenschlosser,FALSE,NA,motorenschlosser
sprachwissenschaftler,FALSE,NA,sprachwissenschaftler
diplom geologin,FALSE,NA,diplom geologin
diplom agraringenieur fh,FALSE,NA,diplom agraringenieur fh
stellvertretender schulleiter a d,FALSE,NA,stellvertretender schulleiter a d
selbständiger kaufmann künstler,FALSE,NA,selbständiger kaufmann künstler
industriemeister,FALSE,NA,industriemeister
diplom politikwissenschaftler,FALSE,NA,diplom politikwissenschaftler
diplom innenarchitektin,FALSE,NA,diplom innenarchitektin
mdb hochschullehrer,FALSE,NA,mdb hochschullehrer
maschinenbauer,FALSE,NA,maschinenbauer
managementberater,FALSE,NA,managementberater
diplom ingenieur stadtplaner,FALSE,NA,diplom ingenieur stadtplaner
mdb beigeordnete a d,FALSE,NA,mdb beigeordnete a d
diplom ingenieur informationstechnik,FALSE,NA,diplom ingenieur informationstechnik
referent deutschen bundestag,FALSE,NA,referent deutschen bundestag
mdb parlamentarischer staatssekretär a d,FALSE,NA,mdb parlamentarischer staatssekretär a d
handelsfachwirtin,FALSE,NA,handelsfachwirtin
mdl justizfachangestellte,FALSE,NA,mdl justizfachangestellte
schadensregulierer versicherungsgewerbe,FALSE,NA,schadensregulierer versicherungsgewerbe
geschäftsführer berufsförderungswerk,FALSE,NA,geschäftsführer berufsförderungswerk
mda philologin,FALSE,NA,mda philologin
assistent geschäftsleitung,FALSE,NA,assistent geschäftsleitung
mdb fremdsprachenlehrerin,FALSE,NA,mdb fremdsprachenlehrerin
postbeamter a d,FALSE,NA,postbeamter a d
polizeipräsident a d,FALSE,NA,polizeipräsident a d
richter am landgericht a d,FALSE,NA,richter am landgericht a d
mdb studentin,FALSE,NA,mdb studentin
küchenleiter,FALSE,NA,küchenleiter
hochbautechniker,FALSE,NA,hochbautechniker
lehrer am gymniasium,FALSE,NA,lehrer am gymniasium
wirtschaftspädagoge,FALSE,NA,wirtschaftspädagoge
diplom kaufmann univ,FALSE,NA,diplom kaufmann univ
oberin,FALSE,NA,oberin
call center agent,FALSE,NA,call center agent
diplom wissenschaftler,FALSE,NA,diplom wissenschaftler
hauswirtschaftshelfer,FALSE,NA,hauswirtschaftshelfer
mdb selbständiger kaufmann,FALSE,NA,mdb selbständiger kaufmann
mediatorin,FALSE,NA,mediatorin
handwerker,FALSE,NA,handwerker
mdb politikwissenschaftler,FALSE,NA,mdb politikwissenschaftler
dozentin erwachsenenbildung,FALSE,NA,dozentin erwachsenenbildung
diplom ingenieur raumplanung,FALSE,NA,diplom ingenieur raumplanung
hauswirtschaftsmeisterin,FALSE,NA,hauswirtschaftsmeisterin
mdb diplom lehrer mathematik physik,FALSE,NA,mdb diplom lehrer mathematik physik
rechtsanwalt bankkaufmann,FALSE,NA,rechtsanwalt bankkaufmann
selbständiger management coach,FALSE,NA,selbständiger management coach
teamassistentin,FALSE,NA,teamassistentin
berufsbetreuer,FALSE,NA,berufsbetreuer
sozialpädagogin fh,FALSE,NA,sozialpädagogin fh
landschaftsarchitekt,FALSE,NA,landschaftsarchitekt
sonderpädagogin arzthelferin,FALSE,NA,sonderpädagogin arzthelferin
doktor politikwissenschaft,FALSE,NA,doktor politikwissenschaft
mdb magister phil,FALSE,NA,mdb magister phil
vermessungstechniker,FALSE,NA,vermessungstechniker
fachberaterin soziale einrichtungen,FALSE,NA,fachberaterin soziale einrichtungen
mdb agraringenieur,FALSE,NA,mdb agraringenieur
diplom landwirt ruhestand,FALSE,NA,diplom landwirt ruhestand
mdb ingenieurin,FALSE,NA,mdb ingenieurin
berater,FALSE,NA,berater
tischler berufschullehrer,FALSE,NA,tischler berufschullehrer
mdb fachkrankenschwester,FALSE,NA,mdb fachkrankenschwester
mdb arbeitsvermittler,FALSE,NA,mdb arbeitsvermittler
regisseur,FALSE,NA,regisseur
frauenärztin,FALSE,NA,frauenärztin
mdl schulamtsdirektor i r,FALSE,NA,mdl schulamtsdirektor i r
mdb werkzeugmacher,FALSE,NA,mdb werkzeugmacher
diplom ingenieur luft raumfahrttechnik brigadegeneral a d,FALSE,NA,diplom ingenieur luft raumfahrttechnik brigadegeneral a d
musikproduzent,FALSE,NA,musikproduzent
radio fernsehmechaniker,FALSE,NA,radio fernsehmechaniker
mdl sparkassenangestellte,FALSE,NA,mdl sparkassenangestellte
selbständige geschäftsführerin,FALSE,NA,selbständige geschäftsführerin
gewerkschaftssekretär i r,FALSE,NA,gewerkschaftssekretär i r
geschäftsleiter,FALSE,NA,geschäftsleiter
systemadministrator,FALSE,NA,systemadministrator
geschäftsführender gesellschafter,FALSE,NA,geschäftsführender gesellschafter
elektroinstallateurmeister,FALSE,NA,elektroinstallateurmeister
student vwl,FALSE,NA,student vwl
studienplatzanwärter,FALSE,NA,studienplatzanwärter
diplom kaufmann oberstleutnant d r,FALSE,NA,diplom kaufmann oberstleutnant d r
bergbauingenieur,FALSE,NA,bergbauingenieur
physiotherapeut,FALSE,NA,physiotherapeut
mdb biotechnologin,FALSE,NA,mdb biotechnologin
hotelier,FALSE,NA,hotelier
kommissar,FALSE,NA,kommissar
mdb diplomwirtschaftler,FALSE,NA,mdb diplomwirtschaftler
mdb diplom psychologe,FALSE,NA,mdb diplom psychologe
medienwissenschaftlerin,FALSE,NA,medienwissenschaftlerin
parteivorsitzende,FALSE,NA,parteivorsitzende
senatorin a d,FALSE,NA,senatorin a d
mdb betriebsleiter,FALSE,NA,mdb betriebsleiter
it systemelektroniker,FALSE,NA,it systemelektroniker
mdep geschäftsführerin,FALSE,NA,mdep geschäftsführerin
fachberater politik wirtschaft schulaufsicht,FALSE,NA,fachberater politik wirtschaft schulaufsicht
mdb lehrerin a d,FALSE,NA,mdb lehrerin a d
steuerjurist,FALSE,NA,steuerjurist
filmkauffrau,FALSE,NA,filmkauffrau
freie lektorin studentin religionswissenschaft,FALSE,NA,freie lektorin studentin religionswissenschaft
generalsekretär,FALSE,NA,generalsekretär
mdb pädagogin,FALSE,NA,mdb pädagogin
mdb pharmabereichsleiter,FALSE,NA,mdb pharmabereichsleiter
projektleiter,FALSE,NA,projektleiter
personalamtsleiter,FALSE,NA,personalamtsleiter
medizinisch technische assistentin,FALSE,NA,medizinisch technische assistentin
mdb diplom physikerin,FALSE,NA,mdb diplom physikerin
brauereikaufmann,FALSE,NA,brauereikaufmann
verwaltungsbeamtin,FALSE,NA,verwaltungsbeamtin
regierungsangestellte a d redakteurin,FALSE,NA,regierungsangestellte a d redakteurin
key account managerin,FALSE,NA,key account managerin
bundesminister des innern,FALSE,NA,bundesminister des innern
mdb winzer landwirt,FALSE,NA,mdb winzer landwirt
mdl geschäftsführer,FALSE,NA,mdl geschäftsführer
diplom wirtschaftsingenieurin fh,FALSE,NA,diplom wirtschaftsingenieurin fh
diplom ingenieur geschäftsführer,FALSE,NA,diplom ingenieur geschäftsführer
ausbilder gartenbau,FALSE,NA,ausbilder gartenbau
mdb diplom sozialarbeiterin fh,FALSE,NA,mdb diplom sozialarbeiterin fh
bundesministerin gesundheit,FALSE,NA,bundesministerin gesundheit
selbständiger fahrlehrer,FALSE,NA,selbständiger fahrlehrer
mdb bankkaufmann,FALSE,NA,mdb bankkaufmann
mdb stadtverwaltungsrat a d,FALSE,NA,mdb stadtverwaltungsrat a d
bezirksstadtrat a d,FALSE,NA,bezirksstadtrat a d
diplom ingenieur energie kraftwerkstechnik,FALSE,NA,diplom ingenieur energie kraftwerkstechnik
landesschatzmeister,FALSE,NA,landesschatzmeister
sonderschulpädagogin,FALSE,NA,sonderschulpädagogin
abgeordneter,FALSE,NA,abgeordneter
diplom finanzwirt fh diplom kaufmann,FALSE,NA,diplom finanzwirt fh diplom kaufmann
redaktionsdirektor,FALSE,NA,redaktionsdirektor
groß außenhandelskaufmann redakteur,FALSE,NA,groß außenhandelskaufmann redakteur
mdb diplom betriebswirt fh,FALSE,NA,mdb diplom betriebswirt fh
wirtschafts sozialwissenschaftler,FALSE,NA,wirtschafts sozialwissenschaftler
diplom ingenieur fh architektur,FALSE,NA,diplom ingenieur fh architektur
gastronomin,FALSE,NA,gastronomin
zahnmedizinische verwaltungshelferin,FALSE,NA,zahnmedizinische verwaltungshelferin
wissenschaftlicher archivdirektor,FALSE,NA,wissenschaftlicher archivdirektor
mdb diplom germanist,FALSE,NA,mdb diplom germanist
versicherungsfachmann bwv,FALSE,NA,versicherungsfachmann bwv
oberamtsanwalt,FALSE,NA,oberamtsanwalt
mdb richterin a d,FALSE,NA,mdb richterin a d
mda apothekerin,FALSE,NA,mda apothekerin
diplom wirtschaftsingenieur,FALSE,NA,diplom wirtschaftsingenieur
schlosser student,FALSE,NA,schlosser student
diplom geoökologin,FALSE,NA,diplom geoökologin
finanzbeamter diplom finanzwirt fh,FALSE,NA,finanzbeamter diplom finanzwirt fh
diplom sprachmittler,FALSE,NA,diplom sprachmittler
umweltingenieur,FALSE,NA,umweltingenieur
edv berater,FALSE,NA,edv berater
diplom betriebswirt fh,FALSE,NA,diplom betriebswirt fh
mitglied des landestages,FALSE,NA,mitglied des landestages
mdl diplom betriebswirt,FALSE,NA,mdl diplom betriebswirt
verlagskauffrau,FALSE,NA,verlagskauffrau
mdb versicherungskaufmann,FALSE,NA,mdb versicherungskaufmann
mdb selbständiger rechtsanwalt,FALSE,NA,mdb selbständiger rechtsanwalt
schneidermeisterin,FALSE,NA,schneidermeisterin
staatssekretärin a d,FALSE,NA,staatssekretärin a d
mdb maurer pfarrer,FALSE,NA,mdb maurer pfarrer
mdb vorsitzender richter am landgericht a d,FALSE,NA,mdb vorsitzender richter am landgericht a d
kulturmanager,FALSE,NA,kulturmanager
katholischer gemeindereferent,FALSE,NA,katholischer gemeindereferent
fachhochschuldozentin,FALSE,NA,fachhochschuldozentin
kunststoffqualitätsassistent,FALSE,NA,kunststoffqualitätsassistent
diplom kaufmann bankkaufmann,FALSE,NA,diplom kaufmann bankkaufmann
kulturwissenschaftler germanist,FALSE,NA,kulturwissenschaftler germanist
schulrat,FALSE,NA,schulrat
mdb oberstudiendirektor a d,FALSE,NA,mdb oberstudiendirektor a d
sparkassenkauffrau,FALSE,NA,sparkassenkauffrau
diplom ingenieur diplom politologe,FALSE,NA,diplom ingenieur diplom politologe
richterin am kammergericht,FALSE,NA,richterin am kammergericht
zimmerergeselle,FALSE,NA,zimmerergeselle
referentin fundraising,FALSE,NA,referentin fundraising
mdb finanzbuchhalterin,FALSE,NA,mdb finanzbuchhalterin
technischer geschäftsleiter,FALSE,NA,technischer geschäftsleiter
mdb rechtsanwältin,FALSE,NA,mdb rechtsanwältin
mdl ärztin,FALSE,NA,mdl ärztin
theologin pädagogin,FALSE,NA,theologin pädagogin
diplom ingenieur landwirt,FALSE,NA,diplom ingenieur landwirt
bauingenieur diplom ingenieur th,FALSE,NA,bauingenieur diplom ingenieur th
mdb technischer angestellter,FALSE,NA,mdb technischer angestellter
lehrer fach berufsoberschule freising,FALSE,NA,lehrer fach berufsoberschule freising
kurierfahrer,FALSE,NA,kurierfahrer
auszubildende zur zahntechnikerin,FALSE,NA,auszubildende zur zahntechnikerin
fitnesstherapeutin,FALSE,NA,fitnesstherapeutin
mdb sozialpädagogin,FALSE,NA,mdb sozialpädagogin
mitglied geschäftsleitung,FALSE,NA,mitglied geschäftsleitung
geschäftsführender vorstand,FALSE,NA,geschäftsführender vorstand
referatsleiterin,FALSE,NA,referatsleiterin
mdb diplom ingenieur f elektrotechnik,FALSE,NA,mdb diplom ingenieur f elektrotechnik
mdb universitätspräsident i r,FALSE,NA,mdb universitätspräsident i r
mdb diplom sozialwissenschaftler,FALSE,NA,mdb diplom sozialwissenschaftler
konfektmacher,FALSE,NA,konfektmacher
mdb diplom volkswirtin,FALSE,NA,mdb diplom volkswirtin
ingenieur nachrichtentechnik,FALSE,NA,ingenieur nachrichtentechnik
jurastudent,FALSE,NA,jurastudent
diplom bibliothekarin fh,FALSE,NA,diplom bibliothekarin fh
mdb fernmeldemonteur,FALSE,NA,mdb fernmeldemonteur
diplom ingenieur fh biomedizintechnik,FALSE,NA,diplom ingenieur fh biomedizintechnik
diplom verwaltungswirt,FALSE,NA,diplom verwaltungswirt
gymnasialrätin,FALSE,NA,gymnasialrätin
mdb richter am landgericht,FALSE,NA,mdb richter am landgericht
verwaltungswirt,FALSE,NA,verwaltungswirt
werbekaufmann selbständig,FALSE,NA,werbekaufmann selbständig
rechtsanwältin notarin,FALSE,NA,rechtsanwältin notarin
lehrerin am berufskolleg,FALSE,NA,lehrerin am berufskolleg
fraktionsgeschäftsführerin,FALSE,NA,fraktionsgeschäftsführerin
mdb elektromeister betriebswirt,FALSE,NA,mdb elektromeister betriebswirt
oberkreisdirektor a d rechtsanwalt,FALSE,NA,oberkreisdirektor a d rechtsanwalt
mdb sonderschulleiterin,FALSE,NA,mdb sonderschulleiterin
mdb rechtsanwaltsgehilfin,FALSE,NA,mdb rechtsanwaltsgehilfin
zimmermann,FALSE,NA,zimmermann
kreisgeschäftsführer,FALSE,NA,kreisgeschäftsführer
mdl sprachmittlerin,FALSE,NA,mdl sprachmittlerin
lehrer dozent,FALSE,NA,lehrer dozent
mdb diplom ingenieur fh sicherheitsingenieur,FALSE,NA,mdb diplom ingenieur fh sicherheitsingenieur
mdb staatsminister auswärtigen amt,FALSE,NA,mdb staatsminister auswärtigen amt
medizinpädagoge,FALSE,NA,medizinpädagoge
projektleiter landwirt,FALSE,NA,projektleiter landwirt
mdb staatlich geprüfte elektrotechnikerin,FALSE,NA,mdb staatlich geprüfte elektrotechnikerin
mdb diplom psychologin,FALSE,NA,mdb diplom psychologin
jurist bürgermeister,FALSE,NA,jurist bürgermeister
facharzt unfallchirurgie chirurgie,FALSE,NA,facharzt unfallchirurgie chirurgie
diplom forstingenieur,FALSE,NA,diplom forstingenieur
mdb diplom kauffrau soziologin,FALSE,NA,mdb diplom kauffrau soziologin
verbandsvorsteherin,FALSE,NA,verbandsvorsteherin
volkswirt bankkaufmann,FALSE,NA,volkswirt bankkaufmann
it angestellter,FALSE,NA,it angestellter
diplom betriebswirt ba,FALSE,NA,diplom betriebswirt ba
edv berater gesundheitswesen,FALSE,NA,edv berater gesundheitswesen
controller,FALSE,NA,controller
mdb diplom verwaltungswirtin fh,FALSE,NA,mdb diplom verwaltungswirtin fh
fachkraft arbeitssicherheit,FALSE,NA,fachkraft arbeitssicherheit
diplom volkswirtin geprüfte pr beraterin dapr,FALSE,NA,diplom volkswirtin geprüfte pr beraterin dapr
politkwissenschaftler,FALSE,NA,politkwissenschaftler
senator a d,FALSE,NA,senator a d
handwerksmeister,FALSE,NA,handwerksmeister
rechtsanwalt notar generalsekretär,FALSE,NA,rechtsanwalt notar generalsekretär
sozialwirt grad,FALSE,NA,sozialwirt grad
gebäudetechniker,FALSE,NA,gebäudetechniker
lehrer a d,FALSE,NA,lehrer a d
einrichtungsleiter,FALSE,NA,einrichtungsleiter
medienwissenschaftler,FALSE,NA,medienwissenschaftler
fortbildungsreferentin,FALSE,NA,fortbildungsreferentin
diplom finanzwirtin,FALSE,NA,diplom finanzwirtin
mdb beamtin a d,FALSE,NA,mdb beamtin a d
koch,FALSE,NA,koch
studienleiterin a d,FALSE,NA,studienleiterin a d
verwaltungsfachangestellte,FALSE,NA,verwaltungsfachangestellte
freier handelsvertreter,FALSE,NA,freier handelsvertreter
selbstständiger verleger,FALSE,NA,selbstständiger verleger
schulpsychologe,FALSE,NA,schulpsychologe
gewerkschaftsbevollmächtigter,FALSE,NA,gewerkschaftsbevollmächtigter
diplom forstwirt kreisangestellter,FALSE,NA,diplom forstwirt kreisangestellter
freigestellter betriebsrat,FALSE,NA,freigestellter betriebsrat
mdb realschullehrer maurer,FALSE,NA,mdb realschullehrer maurer
außenstellenleiter,FALSE,NA,außenstellenleiter
agrarwissenschaftler,FALSE,NA,agrarwissenschaftler
it verfahrensmanager,FALSE,NA,it verfahrensmanager
elektrohandwerksmeister,FALSE,NA,elektrohandwerksmeister
selbstständiger versicherungskaufmann,FALSE,NA,selbstständiger versicherungskaufmann
angestellter kommunikationsberater,FALSE,NA,angestellter kommunikationsberater
portfolio manager,FALSE,NA,portfolio manager
edv leiter,FALSE,NA,edv leiter
kinder jugendlichenpsychotherapeutin,FALSE,NA,kinder jugendlichenpsychotherapeutin
mdb wirtschaftsinformatikerin,FALSE,NA,mdb wirtschaftsinformatikerin
pharmazeutin,FALSE,NA,pharmazeutin
software entwickler,FALSE,NA,software entwickler
wissenschaftliche mitarbeiterin diplom kauffrau,FALSE,NA,wissenschaftliche mitarbeiterin diplom kauffrau
mitglied des deutschen bundestages diplom forstingenieur,FALSE,NA,mitglied des deutschen bundestages diplom forstingenieur
automobilkaufmann,FALSE,NA,automobilkaufmann
dolmetscher,FALSE,NA,dolmetscher
mdb hotelkauffrau,FALSE,NA,mdb hotelkauffrau
mdb diplom soziologe,FALSE,NA,mdb diplom soziologe
naturwissenschaftler dr rer nat,FALSE,NA,naturwissenschaftler dr rer nat
arbeitsberater,FALSE,NA,arbeitsberater
versicherungsmakler,FALSE,NA,versicherungsmakler
mdep rechtsanwalt,FALSE,NA,mdep rechtsanwalt
edv organisatorin,FALSE,NA,edv organisatorin
finanzwirtin,FALSE,NA,finanzwirtin
wirtschaftsprüfer steuerberater,FALSE,NA,wirtschaftsprüfer steuerberater
freie autorin,FALSE,NA,freie autorin
schauwerbegestalterin,FALSE,NA,schauwerbegestalterin
steueroberinspektorin,FALSE,NA,steueroberinspektorin
mdb städtischer leitender verwaltungsdirektor a d,FALSE,NA,mdb städtischer leitender verwaltungsdirektor a d
mdb diplom handelslehrerin,FALSE,NA,mdb diplom handelslehrerin
hebamme,FALSE,NA,hebamme
mdl diplom historikerin,FALSE,NA,mdl diplom historikerin
miglied des deutschen bundestages,FALSE,NA,miglied des deutschen bundestages
mdb rektorin a d,FALSE,NA,mdb rektorin a d
industriekauffrau studentin,FALSE,NA,industriekauffrau studentin
diplom wirtschaftsinformatiker,FALSE,NA,diplom wirtschaftsinformatiker
mdb programmiererin,FALSE,NA,mdb programmiererin
selbstständiger mathematiker,FALSE,NA,selbstständiger mathematiker
bundesbetriebsprüfer,FALSE,NA,bundesbetriebsprüfer
mdb tierärztin,FALSE,NA,mdb tierärztin
mdb wirtschaftsberater,FALSE,NA,mdb wirtschaftsberater
polizeidirektor a d,FALSE,NA,polizeidirektor a d
leiter bildungszentrum,FALSE,NA,leiter bildungszentrum
selbstständiger kfz meister,FALSE,NA,selbstständiger kfz meister
diplom designerin,FALSE,NA,diplom designerin
schriftsetzer geschäftsführer,FALSE,NA,schriftsetzer geschäftsführer
diplom ingenieur unternehmer,FALSE,NA,diplom ingenieur unternehmer
mdb hausfrau,FALSE,NA,mdb hausfrau
mdb selbstständiger kaufmann,FALSE,NA,mdb selbstständiger kaufmann
groß außenhandelskaufmann,FALSE,NA,groß außenhandelskaufmann
mdl lehrer,FALSE,NA,mdl lehrer
marinesoldat,FALSE,NA,marinesoldat
justiziarin,FALSE,NA,justiziarin
assistentin des gesamtbetriebsrates,FALSE,NA,assistentin des gesamtbetriebsrates
parlamentarischer berater journalist,FALSE,NA,parlamentarischer berater journalist
vertriebsmitarbeiter,FALSE,NA,vertriebsmitarbeiter
parlamentarischer berater landtag,FALSE,NA,parlamentarischer berater landtag
mdb kaufmann,FALSE,NA,mdb kaufmann
diplom ingenieurin fh,FALSE,NA,diplom ingenieurin fh
hauptgeschäftsführer bda rechtsanwalt,FALSE,NA,hauptgeschäftsführer bda rechtsanwalt
mdb tierarzt,FALSE,NA,mdb tierarzt
mdb diplom forstingenieur fh,FALSE,NA,mdb diplom forstingenieur fh
hoteldirektor,FALSE,NA,hoteldirektor
kfz handwerksmeister,FALSE,NA,kfz handwerksmeister
student diplom volkswirt,FALSE,NA,student diplom volkswirt
diplom ingenieur oberstudiendirektor a d,FALSE,NA,diplom ingenieur oberstudiendirektor a d
mdb fernsehjournalist,FALSE,NA,mdb fernsehjournalist
diplom elektroingenieur,FALSE,NA,diplom elektroingenieur
selbstständiger verkaufsmanager,FALSE,NA,selbstständiger verkaufsmanager
stiftungsvorstand,FALSE,NA,stiftungsvorstand
leitender polizeidirektor,FALSE,NA,leitender polizeidirektor
schaltanlageninstallateurin,FALSE,NA,schaltanlageninstallateurin
universitätskanzler a d,FALSE,NA,universitätskanzler a d
mdb bürgermeister a d,FALSE,NA,mdb bürgermeister a d
psychologin politikerin,FALSE,NA,psychologin politikerin
juristischer mitarbeiter,FALSE,NA,juristischer mitarbeiter
mda lehrerin,FALSE,NA,mda lehrerin
amtsgerichtsdirektor,FALSE,NA,amtsgerichtsdirektor
diplom ingenieur landschaftsplanung,FALSE,NA,diplom ingenieur landschaftsplanung
abiturientin,FALSE,NA,abiturientin
selbstständiger versicherungsfachmann,FALSE,NA,selbstständiger versicherungsfachmann
mitglied des deutschen bundestges,FALSE,NA,mitglied des deutschen bundestges
handelsstudiendirektor a d,FALSE,NA,handelsstudiendirektor a d
lehrerin kunstwissenschaftlerin,FALSE,NA,lehrerin kunstwissenschaftlerin
landtagsabgeordnete erzieherin,FALSE,NA,landtagsabgeordnete erzieherin
diplom wirtschaftsjurist fh,FALSE,NA,diplom wirtschaftsjurist fh
selbstständiger diplom ökonom,FALSE,NA,selbstständiger diplom ökonom
mdb diplom ingenieurin fh lebensmittelindustrie,FALSE,NA,mdb diplom ingenieurin fh lebensmittelindustrie
oberstudiendirektor a d,FALSE,NA,oberstudiendirektor a d
parlamentarische staatssekretärin ministerialrätin a d,FALSE,NA,parlamentarische staatssekretärin ministerialrätin a d
mdb polizeibeamter,FALSE,NA,mdb polizeibeamter
diplom ingenieur agrarwissenschaften,FALSE,NA,diplom ingenieur agrarwissenschaften
diplom sozialwissenschaftler unternehmer,FALSE,NA,diplom sozialwissenschaftler unternehmer
vizepräsidentin,FALSE,NA,vizepräsidentin
diplom betriebswirtin fh,FALSE,NA,diplom betriebswirtin fh
diplom ingenieur nachrichtentechnik,FALSE,NA,diplom ingenieur nachrichtentechnik
mitglied des landtages brandenburg,FALSE,NA,mitglied des landtages brandenburg
rechtsreferendar kunst antiquitätenkaufmann,FALSE,NA,rechtsreferendar kunst antiquitätenkaufmann
krankenpflegehelferin,FALSE,NA,krankenpflegehelferin
mdl diplom verwaltungswirtin,FALSE,NA,mdl diplom verwaltungswirtin
kommunikationsberater,FALSE,NA,kommunikationsberater
mdl diplom sozialpädagogin,FALSE,NA,mdl diplom sozialpädagogin
arbeitsloser geschäftsführer,FALSE,NA,arbeitsloser geschäftsführer
freigestelltes betriebsratsmitglied,FALSE,NA,freigestelltes betriebsratsmitglied
volkshochschulleiter,FALSE,NA,volkshochschulleiter
kfz mechaniker,FALSE,NA,kfz mechaniker
oberbürgermeister,FALSE,NA,oberbürgermeister
mdb diplom theologe,FALSE,NA,mdb diplom theologe
vizepräsidentin des deutschen bundestages,FALSE,NA,vizepräsidentin des deutschen bundestages
heilpädagoge familientherapeut,FALSE,NA,heilpädagoge familientherapeut
herrenmaßschneiderin,FALSE,NA,herrenmaßschneiderin
grundschul lehrer,FALSE,NA,grundschul lehrer
bundesrichter a d,FALSE,NA,bundesrichter a d
magister erziehungswissenschaften,FALSE,NA,magister erziehungswissenschaften
magistra literaturwissenschaftlerin,FALSE,NA,magistra literaturwissenschaftlerin
rechtsanwalt parlamentarischer geschäftsführer,FALSE,NA,rechtsanwalt parlamentarischer geschäftsführer
diplom verwaltungswirt fh,FALSE,NA,diplom verwaltungswirt fh
mdb chefredakteurin,FALSE,NA,mdb chefredakteurin
historiker soziologe,FALSE,NA,historiker soziologe
marketingfachmann,FALSE,NA,marketingfachmann
vikar,FALSE,NA,vikar
mdb sprachwissenschaftlerin,FALSE,NA,mdb sprachwissenschaftlerin
internetdienstleister,FALSE,NA,internetdienstleister
förderschulrektor,FALSE,NA,förderschulrektor
leitender angestellter assessor jur,FALSE,NA,leitender angestellter assessor jur
mdb studiendirektor a d,FALSE,NA,mdb studiendirektor a d
mdb diplom sozialpädagogin,FALSE,NA,mdb diplom sozialpädagogin
jurist regierungsdirektor a d,FALSE,NA,jurist regierungsdirektor a d
management trainer,FALSE,NA,management trainer
bezirksgeschäftsführer,FALSE,NA,bezirksgeschäftsführer
politikwissenschaftliche doktorandin,FALSE,NA,politikwissenschaftliche doktorandin
mdb wirtschaftsjurist,FALSE,NA,mdb wirtschaftsjurist
teamleiter it logistik,FALSE,NA,teamleiter it logistik
mdb bürgermeister a d jurist,FALSE,NA,mdb bürgermeister a d jurist
pfarrer akademiedirektor,FALSE,NA,pfarrer akademiedirektor
student stadtrat,FALSE,NA,student stadtrat
ökonomin,FALSE,NA,ökonomin
starkstromelektriker,FALSE,NA,starkstromelektriker
innenarchitektin,FALSE,NA,innenarchitektin
mdl a d lehrer,FALSE,NA,mdl a d lehrer
vermögensberaterin,FALSE,NA,vermögensberaterin
diplom dolmetscherin,FALSE,NA,diplom dolmetscherin
antiquar,FALSE,NA,antiquar
biostatistiker,FALSE,NA,biostatistiker
universitätsprofesor,FALSE,NA,universitätsprofesor
mdb betriebswirtin,FALSE,NA,mdb betriebswirtin
radprofi,FALSE,NA,radprofi
mdb beigeordnete a d,FALSE,NA,mdb beigeordnete a d
