"full_name","yob","occupation","female","party","list_state","list_rank","elec_district","elected","elec_year","direct_cand","list_cand","last_name","first_name","age","occ_1","occ_2","occ_3","occ_4","legislator_status","is_legislator","is_only_legislator","legislative_position"
"Kunst, Dr. Manuel",1961,"industriepatentanwalt",0,"fdp","BW",28,185,0,1998,1,1,"Kunst","Dr. Manuel",37,"industriepatentanwalt",,,,"not_legis",FALSE,FALSE,
"Kupke, Wolfgang",1939,"diplom-ingenieur",0,"cdu_csu","ST",12,291,0,1998,1,1,"Kupke","Wolfgang",59,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Kurth, Lothar Erich",1954,"lokführer",0,"left","",,85,0,1998,1,0,"Kurth","Lothar Erich",44,"lokführer",,,,"not_legis",FALSE,FALSE,
"Kutzmutz, Rolf",1947,"maschinenschlosser",0,"left","BB",1,276,1,1998,1,1,"Kutzmutz","Rolf",51,,"maschinenschlosser",,,"is_legis",TRUE,FALSE,"mdb"
"Labinsky-Meyer, Karin",1951,"sonderschullehrerin",1,"greens","NI",9,29,0,1998,1,1,"Labinsky-Meyer","Karin",47,"sonderschullehrerin",,,,"not_legis",FALSE,FALSE,
"Labsch, Werner",1937,"diplom-bauingenieur",0,"spd","BB",13,280,1,1998,1,1,"Labsch","Werner",61,,"diplom bauingenieur",,,"is_legis",TRUE,FALSE,"mdb"
"Lässig, Barbara",1956,"selbständig",1,"left","SN",11,318,0,1998,1,1,"Lässig","Barbara",42,"selbständig",,,,"not_legis",FALSE,FALSE,
"Lafontaine, Oskar",1943,,0,"spd","SL",1,244,1,1998,1,1,"Lafontaine","Oskar",55,,,,,"only_legis",TRUE,TRUE,"ministerpräsident"
"Lagemann, Rainer Richard",1967,"student",0,"greens","",,98,0,1998,1,0,"Lagemann","Rainer Richard",31,"student",,,,"not_legis",FALSE,FALSE,
"Lambertz, Doris",1952,"verwaltungsangestellte",1,"greens","NW",29,,0,1998,0,1,"Lambertz","Doris",46,"verwaltungsangestellte",,,,"not_legis",FALSE,FALSE,
"Lambrecht, Christine",1965,"rechtsanwältin",1,"spd","HE",18,145,1,1998,1,1,"Lambrecht","Christine",33,"rechtsanwältin",,,,"not_legis",FALSE,FALSE,
"Lamers, Dr. Karl",1951,,0,"cdu_csu","BW",7,178,1,1998,1,1,"Lamers","Dr. Karl",47,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Lamers, Karl Franz",1935,"angestellter",0,"cdu_csu","NW",11,83,1,1998,1,1,"Lamers","Karl Franz",63,,"angestellter",,,"is_legis",TRUE,FALSE,"mdb"
"Lammers, Heinrich-Udo",1953,"lehrer",0,"left","",,20,0,1998,1,0,"Lammers","Heinrich-Udo",45,"lehrer",,,,"not_legis",FALSE,FALSE,
"Lammert, Dr. Norbert",1948,"diplom-sozialwissenschaftler",0,"cdu_csu","NW",4,111,1,1998,1,1,"Lammert","Dr. Norbert",50,"diplom sozialwissenschaftler",,,,"not_legis",FALSE,FALSE,
"Lamp, Helmut Johannes",1946,"landwirt",0,"cdu_csu","SH",10,6,0,1998,1,1,"Lamp","Helmut Johannes",52,"landwirt",,,,"not_legis",FALSE,FALSE,
"Landele, Rainer",1967,"kachelofenbauer",0,"greens","",,152,0,1998,1,0,"Landele","Rainer",31,"kachelofenbauer",,,,"not_legis",FALSE,FALSE,
"Landwer, Else",1928,"grafikerin",0,"fdp","HH",5,,0,1998,0,1,"Landwer","Else",70,"grafikerin",,,,"not_legis",FALSE,FALSE,
"Lange, Brigitte",1939,"hausfrau",1,"spd","HE",3,129,1,1998,1,1,"Lange","Brigitte",59,"hausfrau",,,,"not_legis",FALSE,FALSE,
"Lange, Christian",1964,"oberregierungsrat",0,"spd","BW",26,173,1,1998,1,1,"Lange","Christian",34,"oberregierungsrat",,,,"not_legis",FALSE,FALSE,
"Lange, Dr. Thorsten",1963,"wissenschaftlicher mitarbeiter",0,"fdp","RP",11,155,0,1998,1,1,"Lange","Dr. Thorsten",35,"wissenschaftlicher mitarbeiter",,,,"not_legis",FALSE,FALSE,
"Langer, Dr. Eberhard Hans",1934,"diplom-ingenieur",0,"left","",,321,0,1998,1,0,"Langer","Dr. Eberhard Hans",64,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Langer, Marion Helgard",1962,"schulrätin",1,"spd","SN",11,313,0,1998,1,1,"Langer","Marion Helgard",36,"schulrätin",,,,"not_legis",FALSE,FALSE,
"Langner, Jürgen",1945,"aufsichtsratsvorsitzender",0,"cdu_csu","SN",22,,0,1998,0,1,"Langner","Jürgen",53,"aufsichtsratsvorsitzender",,,,"not_legis",FALSE,FALSE,
"Larcher von, Detlev",1937,"diplom-sozialwirt",0,"spd","NI",10,28,1,1998,1,1,"Larcher von","Detlev",61,"diplom sozialwirt",,,,"not_legis",FALSE,FALSE,
"Laschet, Armin",1961,,0,"cdu_csu","NW",40,53,0,1998,1,1,"Laschet","Armin",37,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Laske, Uve",1949,"mikrobiologe",0,"fdp","BW",24,196,0,1998,1,1,"Laske","Uve",49,"mikrobiologe",,,,"not_legis",FALSE,FALSE,
"Lassak, Mirjam",1969,"chefsekretärin",1,"left","RP",2,,0,1998,0,1,"Lassak","Mirjam",29,"chefsekretärin",,,,"not_legis",FALSE,FALSE,
"Laubach, Uwe",1965,"gewerkschaftssekretär",0,"spd","HE",42,,0,1998,0,1,"Laubach","Uwe",33,"gewerkschaftssekretär",,,,"not_legis",FALSE,FALSE,
"Laubenburg, Frank",1966,"angestellter",0,"left","",,75,0,1998,1,0,"Laubenburg","Frank",32,"angestellter",,,,"not_legis",FALSE,FALSE,
"Laufs, Dr. Paul",1938,"honorarprofessor",0,"cdu_csu","",,168,1,1998,1,0,"Laufs","Dr. Paul",60,,"honorarprofessor",,,"is_legis",TRUE,FALSE,"mdb"
"Laumann, Karl-Josef",1957,"maschinenschlosser",0,"cdu_csu","NW",14,98,1,1998,1,1,"Laumann","Karl-Josef",41,,"maschinenschlosser",,,"is_legis",TRUE,FALSE,"mdb"
"Laun, Norbert",1958,"architekt",0,"fdp","RP",9,157,0,1998,1,1,"Laun","Norbert",40,"architekt",,,,"not_legis",FALSE,FALSE,
"Laurischk, Sibylle",1954,"rechtsanwältin",1,"fdp","BW",12,188,0,1998,1,1,"Laurischk","Sibylle",44,"rechtsanwältin",,,,"not_legis",FALSE,FALSE,
"Lausch, Reinhard Richard Erhard",1953,"sozialarbeiter, arbeitslos",0,"greens","ST",7,,0,1998,0,1,"Lausch","Reinhard Richard Erhard",45,"sozialarbeiter","arbeitslos",,,"not_legis",FALSE,FALSE,
"Laux, Claudia Marianne",1966,"finanzwirtin",1,"greens","RP",17,,0,1998,0,1,"Laux","Claudia Marianne",32,"finanzwirtin",,,,"not_legis",FALSE,FALSE,
"Lay, Bernhard",1953,"bankkaufmann",0,"cdu_csu","SL",13,,0,1998,0,1,"Lay","Bernhard",45,"bankkaufmann",,,,"not_legis",FALSE,FALSE,
"Lechner, Edda",1939,"erzieherin",1,"left","SH",3,8,0,1998,1,1,"Lechner","Edda",59,"erzieherin",,,,"not_legis",FALSE,FALSE,
"Lefkowitz, Sven",1968,"student",0,"spd","RP",30,,0,1998,0,1,"Lefkowitz","Sven",30,"student",,,,"not_legis",FALSE,FALSE,
"Lehder, Christine",1952,"diplom-ingenieurin",1,"spd","TH",8,305,1,1998,1,1,"Lehder","Christine",46,"diplom ingenieurin",,,,"not_legis",FALSE,FALSE,
"Lehmann, Cornelia H.",1959,"geschäftsführerin",1,"fdp","HH",7,,0,1998,0,1,"Lehmann","Cornelia H.",39,"geschäftsführerin",,,,"not_legis",FALSE,FALSE,
"Lehmann-Brauns, Dr. Uwe",1938,"rechtsanwalt, notar",0,"cdu_csu","BE",12,253,0,1998,1,1,"Lehmann-Brauns","Dr. Uwe",60,"rechtsanwalt","notar",,,"not_legis",FALSE,FALSE,
"Lehn, Waltraud",1947,"beigeordnete a.d.",1,"spd","NW",55,92,1,1998,1,1,"Lehn","Waltraud",51,"beigeordnete",,,,"not_legis",FALSE,FALSE,
"Leibold, Helga",1947,"selbständige unternehmerin",1,"greens","BY",35,,0,1998,0,1,"Leibold","Helga",51,"selbständig unternehmerin",,,,"not_legis",FALSE,FALSE,
"Leibrecht, Harald",1961,"kaufmännischer geschäftsführer",0,"fdp","BW",8,170,0,1998,1,1,"Leibrecht","Harald",37,"kaufmännischer geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Leidinger, Robert",1941,"oberstleutnant a.d.",0,"spd","BY",9,217,1,1998,1,1,"Leidinger","Robert",57,,"oberstleutnant",,,"is_legis",TRUE,FALSE,"mdb"
"Leittretter, Siegfried Wilhelm",1947,"diplom-volkswirt",0,"greens","",,73,0,1998,1,0,"Leittretter","Siegfried Wilhelm",51,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"Lemke, Steffi",1968,"diplom-agraringenieur",1,"greens","ST",1,289,1,1998,1,1,"Lemke","Steffi",30,,"diplom agraringenieur",,,"is_legis",TRUE,FALSE,"mdb"
"Lengsfeld, Vera",1952,"diplom-philosophin",1,"cdu_csu","TH",4,301,1,1998,1,1,"Lengsfeld","Vera",46,"diplom philosophin",,,,"not_legis",FALSE,FALSE,
"Lenke, Ina",1948,"steuerfachangestellte",1,"fdp","NI",4,29,1,1998,1,1,"Lenke","Ina",50,"steuerfachangestellte",,,,"not_legis",FALSE,FALSE,
"Lennartz, Dr. Hans-Albert",1949,"regierungspräsident a.d.",0,"greens","",,38,0,1998,1,0,"Lennartz","Dr. Hans-Albert",49,"regierungspräsident",,,,"not_legis",FALSE,FALSE,
"Lennartz, Klaus",1944,"versicherungskaufmann",0,"spd","NW",48,57,1,1998,1,1,"Lennartz","Klaus",54,"versicherungskaufmann",,,,"not_legis",FALSE,FALSE,
"Lensing, Werner Ludwig Wilhelm",1938,"oberstudiendirektor",0,"cdu_csu","",,97,1,1998,1,0,"Lensing","Werner Ludwig Wilhelm",60,"oberstudiendirektor",,,,"not_legis",FALSE,FALSE,
"Lenz, Britta",1962,"selbständig",1,"cdu_csu","SH",21,,0,1998,0,1,"Lenz","Britta",36,"selbständig",,,,"not_legis",FALSE,FALSE,
"Lenz, Dorothee",1960,"angestellte",1,"cdu_csu","HE",57,,0,1998,0,1,"Lenz","Dorothee",38,"angestellte",,,,"not_legis",FALSE,FALSE,
"Lenz, Günter",1959,"betriebswirt",0,"spd","NI",39,,0,1998,0,1,"Lenz","Günter",39,"betriebswirt",,,,"not_legis",FALSE,FALSE,
"Leonhard, Dr. Elke",1949,"publizistin",1,"spd","RP",7,151,1,1998,1,1,"Leonhard","Dr. Elke",49,"publizistin",,,,"not_legis",FALSE,FALSE,
"Lepper, Jürgen",1952,"berufssoldat",0,"cdu_csu","HE",64,,0,1998,0,1,"Lepper","Jürgen",46,"berufssoldat",,,,"not_legis",FALSE,FALSE,
"Leppla, Ruth",1948,"arztsekretärin",1,"spd","RP",23,,0,1998,0,1,"Leppla","Ruth",50,"arztsekretärin",,,,"not_legis",FALSE,FALSE,
"Leski, Christian Horst Hans Rudolf",1954,"soldat",0,"spd","NW",70,,0,1998,0,1,"Leski","Christian Horst Hans Rudolf",44,"soldat",,,,"not_legis",FALSE,FALSE,
"Letzgus, Peter Karl",1941,"lehrer",0,"cdu_csu","ST",6,284,1,1998,1,1,"Letzgus","Peter Karl",57,,"lehrer",,,"is_legis",TRUE,FALSE,"mdb"
"Leucht-Hautz, Barbara",1946,"lektorin",1,"greens","BW",25,188,0,1998,1,1,"Leucht-Hautz","Barbara",52,"lektorin",,,,"not_legis",FALSE,FALSE,
"Leuchtenberger, Rolf",1939,"präsident des zentralverband deutsches kfz-gewerbe",0,"cdu_csu","HH",13,,0,1998,0,1,"Leuchtenberger","Rolf",59,"präsident des zentralverband deutsches kfz gewerbe",,,,"not_legis",FALSE,FALSE,
"Leutheusser-Schnarrenberger, Sabine",1951,"rechtsanwältin",1,"fdp","BY",2,210,1,1998,1,1,"Leutheusser-Schnarrenberger","Sabine",47,,"rechtsanwältin",,,"is_legis",TRUE,FALSE,"mdb"
"Lewering, Eckhart",1943,"geschäftsführer",0,"spd","ST",12,294,1,1998,1,1,"Lewering","Eckhart",55,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Leymann-Kurtz, Hans Peter",1964,"diplom-sozialarbeiter",0,"greens","",,88,0,1998,1,0,"Leymann-Kurtz","Hans Peter",34,"diplom sozialarbeiter",,,,"not_legis",FALSE,FALSE,
"Liebau, Sebastian",1976,"industriekaufmann, azubi",0,"cdu_csu","HE",39,,0,1998,0,1,"Liebau","Sebastian",22,"industriekaufmann","azubi",,,"not_legis",FALSE,FALSE,
"Liebert, Anja",1969,"studentin",1,"greens","NW",27,70,0,1998,1,1,"Liebert","Anja",29,"studentin",,,,"not_legis",FALSE,FALSE,
"Liebig, Albert",1954,"selbständiger kaufmann",0,"greens","NW",20,60,0,1998,1,1,"Liebig","Albert",44,"selbständig kaufmann",,,,"not_legis",FALSE,FALSE,
"Liebing, Stefan",1976,"student",0,"cdu_csu","BW",41,,0,1998,0,1,"Liebing","Stefan",22,"student",,,,"not_legis",FALSE,FALSE,
"Liepe, Lars",1958,"elektromechaniker",0,"greens","",,258,0,1998,1,0,"Liepe","Lars",40,"elektromechaniker",,,,"not_legis",FALSE,FALSE,
"Lietz, Ursula",1940,"medizinisch-technische assistentin",1,"cdu_csu","NW",30,70,1,1998,1,1,"Lietz","Ursula",58,"medizinisch technische assistentin",,,,"not_legis",FALSE,FALSE,
"Lilge, Jürgen",1944,"diplom-wirtschaftsingenieur",0,"fdp","HE",36,,0,1998,0,1,"Lilge","Jürgen",54,"diplom wirtschaftsingenieur",,,,"not_legis",FALSE,FALSE,
"Lilienfeld, Michael",1974,"einzelhandelskaufmann",0,"left","",,189,0,1998,1,0,"Lilienfeld","Michael",24,"einzelhandelskaufmann",,,,"not_legis",FALSE,FALSE,
"Lindner, Jutta Sigrid",1945,"ärztin",1,"spd","BB",10,,0,1998,0,1,"Lindner","Jutta Sigrid",53,"ärztin",,,,"not_legis",FALSE,FALSE,
"Lingk, Dr. Wolfgang",1943,"diplom-ingenieurökonom",0,"fdp","SN",4,310,0,1998,1,1,"Lingk","Dr. Wolfgang",55,"diplom ingenieurökonom",,,,"not_legis",FALSE,FALSE,
"Link, Dr. Felix",1963,"versicherungsmathematiker",0,"fdp","BW",27,179,0,1998,1,1,"Link","Dr. Felix",35,"versicherungsmathematiker",,,,"not_legis",FALSE,FALSE,
"Link, Walter",1937,"diakon, sportlehrer",0,"cdu_csu","NI",11,28,1,1998,1,1,"Link","Walter",61,"diakon","sportlehrer",,,"not_legis",FALSE,FALSE,
"Linke-Lotz, Brigitte-Margret",1957,"journalistin",1,"greens","RP",7,,0,1998,0,1,"Linke-Lotz","Brigitte-Margret",41,"journalistin",,,,"not_legis",FALSE,FALSE,
"Linnes, Dr.Hans-Peter",1944,"taxifahrer",0,"left","",,178,0,1998,1,0,"Linnes","Dr.Hans-Peter",54,"taxifahrer",,,,"not_legis",FALSE,FALSE,
"Lintner, Eduard",1944,"parlamentarischer",0,"cdu_csu","",,234,1,1998,1,0,"Lintner","Eduard",54,,"parlamentarischer",,,"is_legis",TRUE,FALSE,"mdb"
"Lippelt, Dr. Helmut",1932,"historiker",0,"greens","NI",4,37,1,1998,1,1,"Lippelt","Dr. Helmut",66,,"historiker",,,"is_legis",TRUE,FALSE,"mdb"
"Lippmann-Kasten, Heidi",1956,"auslandskorrespondentin",1,"left","NI",1,49,1,1998,1,1,"Lippmann-Kasten","Heidi",42,"auslandskorrespondentin",,,,"not_legis",FALSE,FALSE,
"Lippold, Dr. Klaus",1943,"geschäftsführer",0,"cdu_csu","HE",7,142,1,1998,1,1,"Lippold","Dr. Klaus",55,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Lischewski, Dr. Manfred Heinz",1940,"diplom-chemiker",0,"cdu_csu","ST",4,292,1,1998,1,1,"Lischewski","Dr. Manfred Heinz",58,,"diplom chemiker",,,"is_legis",TRUE,FALSE,"mdb"
"Livonius, Eric",1955,"steuerberater, wirtschaftsprüfer",0,"fdp","",,10,0,1998,1,0,"Livonius","Eric",43,"steuerberater","wirtschaftsprüfer",,,"not_legis",FALSE,FALSE,
"Locher, Hubert",1965,"rechtsanwalt",0,"fdp","BW",17,198,0,1998,1,1,"Locher","Hubert",33,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Locher, Jürgen",1961,"qualitätsprüfer",0,"left","RP",1,150,0,1998,1,1,"Locher","Jürgen",37,"qualitätsprüfer",,,,"not_legis",FALSE,FALSE,
"Lochner, Wolfgang",1952,"rechtsanwalt",0,"fdp","NW",55,80,0,1998,1,1,"Lochner","Wolfgang",46,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Löbert, Fred",1957,"krankenpfleger",0,"left","",,32,0,1998,1,0,"Löbert","Fred",41,"krankenpfleger",,,,"not_legis",FALSE,FALSE,
"Löblein, Jürgen",1962,"dreher",0,"left","",,237,0,1998,1,0,"Löblein","Jürgen",36,"dreher",,,,"not_legis",FALSE,FALSE,
"Löffler, Ralf",1964,"diplom-ingenieur",0,"greens","",,145,0,1998,1,0,"Löffler","Ralf",34,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Löhr, Rolf-Hermann",1942,"architekt",0,"fdp","",,275,0,1998,1,0,"Löhr","Rolf-Hermann",56,"architekt",,,,"not_legis",FALSE,FALSE,
"Lörcher, Christa",1941,,1,"spd","BW",22,190,1,1998,1,1,"Lörcher","Christa",57,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Lösekrug-Möller, Gabriele",1951,"diplom-sozialpädagogin",1,"spd","NI",37,,0,1998,0,1,"Lösekrug-Möller","Gabriele",47,"diplom sozialpädagogin",,,,"not_legis",FALSE,FALSE,
"Lößlein, Wolfgang",1971,"diplom-chemiker",0,"cdu_csu","BW",28,,0,1998,0,1,"Lößlein","Wolfgang",27,"diplom chemiker",,,,"not_legis",FALSE,FALSE,
"Lötzer, Ursula",1950,"gewerkschaftssekretärin",1,"left","NW",2,62,1,1998,1,1,"Lötzer","Ursula",48,"gewerkschaftssekretärin",,,,"not_legis",FALSE,FALSE,
"Löwisch, Sigrun",1942,,1,"cdu_csu","",,185,0,1998,1,0,"Löwisch","Sigrun",56,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Lohmann, Götz-Peter",1942,"diplom-psychologe",0,"spd","MV",7,269,1,1998,1,1,"Lohmann","Götz-Peter",56,"diplom psychologe",,,,"not_legis",FALSE,FALSE,
"Lohmann, Wolfgang Friedrich",1935,"diplom-kaufmann",0,"cdu_csu","NW",37,123,1,1998,1,1,"Lohmann","Wolfgang Friedrich",63,,"diplom kaufmann",,,"is_legis",TRUE,FALSE,"mdb"
"Lohse, Dr. Eva",1956,"juristin, verwaltungsoberrätin",1,"cdu_csu","RP",17,,0,1998,0,1,"Lohse","Dr. Eva",42,"juristin","verwaltungsoberrätin",,,"not_legis",FALSE,FALSE,
"Lompe, Herbert",1940,"verwaltungsjurist",0,"fdp","",,251,0,1998,1,0,"Lompe","Herbert",58,"verwaltungsjurist",,,,"not_legis",FALSE,FALSE,
"Lorz, Dr. Alexander",1965,"wissenschaftlicher assistent",0,"cdu_csu","HE",32,,0,1998,0,1,"Lorz","Dr. Alexander",33,"wissenschaftlicher assistent",,,,"not_legis",FALSE,FALSE,
"Loske, Dr. Reinhard",1959,"diplom-volkswirt, dr. rer. pol.",0,"greens","NW",4,68,1,1998,1,1,"Loske","Dr. Reinhard",39,"diplom volkswirt","doktor rer pol",,,"not_legis",FALSE,FALSE,
"Lottermoser, Liselotte",1927,"gymnasiallehrerin i.r.",1,"left","HH",4,,0,1998,0,1,"Lottermoser","Liselotte",71,"gymnasiallehrerin",,,,"not_legis",FALSE,FALSE,
"Lotz, Dr. Dorothee",1964,"diplom-ökonom",1,"fdp","HB",3,50,0,1998,1,1,"Lotz","Dr. Dorothee",34,"diplom ökonom",,,,"not_legis",FALSE,FALSE,
"Lotz, Erika",1943,"einzelhandelskauffrau",1,"spd","HE",5,130,1,1998,1,1,"Lotz","Erika",55,"einzelhandelskauffrau",,,,"not_legis",FALSE,FALSE,
"Louven, Julius",1933,"bäcker-, konditormeister",0,"cdu_csu","NW",39,80,1,1998,1,1,"Louven","Julius",65,,"bäcker","konditormeister",,"is_legis",TRUE,FALSE,"mdb"
"Lucha, Manfred",1961,"diplom-sozialarbeiter (fh)",0,"greens","BW",14,197,0,1998,1,1,"Lucha","Manfred",37,"diplom sozialarbeiter fachhochschule",,,,"not_legis",FALSE,FALSE,
"Lucyga, Dr. Christine",1944,"fremdsprachenlehrerin",1,"spd","MV",1,265,1,1998,1,1,"Lucyga","Dr. Christine",54,"fremdsprachenlehrerin",,,,"not_legis",FALSE,FALSE,
"Ludwig, Helmut",1955,"kraftfahrzeugmeister",0,"greens","",,53,0,1998,1,0,"Ludwig","Helmut",43,"kraftfahrzeugmeister",,,,"not_legis",FALSE,FALSE,
"Ludwig, Stefan Rainer",1967,"diplom-jurist",0,"left","BB",12,282,0,1998,1,1,"Ludwig","Stefan Rainer",31,"diplom jurist",,,,"not_legis",FALSE,FALSE,
"Ludwig, Theodor",1943,"techniker",0,"fdp","HE",22,,0,1998,0,1,"Ludwig","Theodor",55,"techniker",,,,"not_legis",FALSE,FALSE,
"Lüdeke von, Klaus-Peter",1947,"diplom-volkswirt",0,"fdp","BE",7,,0,1998,0,1,"Lüdeke von","Klaus-Peter",51,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"Lüers, Dr. Bernhard",1958,"chemiker",0,"left","",,54,0,1998,1,0,"Lüers","Dr. Bernhard",40,"chemiker",,,,"not_legis",FALSE,FALSE,
"Lüninck Freiherr von, Georg",1960,"land-, forstwirt",0,"cdu_csu","HE",49,,0,1998,0,1,"Lüninck Freiherr von","Georg",38,"land","forstwirt",,,"not_legis",FALSE,FALSE,
"Lüth, Heidemarie",1946,,1,"left","SN",3,311,1,1998,1,1,"Lüth","Heidemarie",52,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Lüttke, Ragnar Harald",1966,"student",0,"left","SH",4,11,0,1998,1,1,"Lüttke","Ragnar Harald",32,"student",,,,"not_legis",FALSE,FALSE,
"Luft, Prof. Dr. Christa",1938,"diplom-wirtschaftlerin",1,"left","BE",2,258,1,1998,1,1,"Luft","Prof. Dr. Christa",60,"diplom wirtschaftlerin",,,,"not_legis",FALSE,FALSE,
"Lurz, Dr. Norbert",1963,"altertumswissenschaftler",0,"cdu_csu","BW",25,,0,1998,0,1,"Lurz","Dr. Norbert",35,"altertumswissenschaftler",,,,"not_legis",FALSE,FALSE,
"Luther, Dr. Michael",1956,,0,"cdu_csu","SN",7,327,1,1998,1,1,"Luther","Dr. Michael",42,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Lutz, Franz-Josef",1951,"sonderschullehrer",0,"cdu_csu","RP",32,,0,1998,0,1,"Lutz","Franz-Josef",47,"sonderschullehrer",,,,"not_legis",FALSE,FALSE,
"Lutze, Thomas",1969,"angestellter",0,"left","",,244,0,1998,1,0,"Lutze","Thomas",29,"angestellter",,,,"not_legis",FALSE,FALSE,
"Lux, Gudrun",1980,"schülerin",1,"greens","BY",23,,0,1998,0,1,"Lux","Gudrun",18,"schülerin",,,,"not_legis",FALSE,FALSE,
"Maaß, Dieter",1939,"schlosser",0,"spd","NW",77,112,1,1998,1,1,"Maaß","Dieter",59,"schlosser",,,,"not_legis",FALSE,FALSE,
"Maaß, Erich",1944,"diplom-kaufmann",0,"cdu_csu","NI",10,21,1,1998,1,1,"Maaß","Erich",54,,"diplom kaufmann",,,"is_legis",TRUE,FALSE,"mdb"
"Machenschalk, Michael",1962,"student",0,"spd","BE",20,,0,1998,0,1,"Machenschalk","Michael",36,"student",,,,"not_legis",FALSE,FALSE,
"Maier, Gisela",1943,"buchhalterin",1,"cdu_csu","BW",43,,0,1998,0,1,"Maier","Gisela",55,"buchhalterin",,,,"not_legis",FALSE,FALSE,
"Maier, Martin",1948,"handelsbetriebswirt",0,"cdu_csu","BW",45,,0,1998,0,1,"Maier","Martin",50,"handelsbetriebswirt",,,,"not_legis",FALSE,FALSE,
"Maier, Pia",1971,"studentin",1,"left","HE",2,129,0,1998,1,1,"Maier","Pia",27,"studentin",,,,"not_legis",FALSE,FALSE,
"Mall, Heidemarie",1951,"studienrätin",1,"greens","",,183,0,1998,1,0,"Mall","Heidemarie",47,"studienrätin",,,,"not_legis",FALSE,FALSE,
"Mallener, Martin",1967,"lagerist",0,"left","",,197,0,1998,1,0,"Mallener","Martin",31,"lagerist",,,,"not_legis",FALSE,FALSE,
"Manemann, Coletta",1960,"diplom-pädagogin",1,"greens","NW",17,63,0,1998,1,1,"Manemann","Coletta",38,"diplom pädagogin",,,,"not_legis",FALSE,FALSE,
"Mann, Dr. Stefan",1968,"agrarökonom",0,"greens","MV",6,264,0,1998,1,1,"Mann","Dr. Stefan",30,"agrarökonom",,,,"not_legis",FALSE,FALSE,
"Manske, Dr. Rainer",1943,"diplom-chemiker",0,"fdp","HE",11,125,0,1998,1,1,"Manske","Dr. Rainer",55,"diplom chemiker",,,,"not_legis",FALSE,FALSE,
"Mante, Winfried",1948,"elektroingenieur",0,"spd","BB",15,279,1,1998,1,1,"Mante","Winfried",50,"elektroingenieur",,,,"not_legis",FALSE,FALSE,
"Manthei, Dr. Günter",1945,"tierarzt",0,"cdu_csu","MV",12,,0,1998,0,1,"Manthei","Dr. Günter",53,"tierarzt",,,,"not_legis",FALSE,FALSE,
"Manz, Helmut",1967,"doktorand",0,"left","",,65,0,1998,1,0,"Manz","Helmut",31,"doktorand",,,,"not_legis",FALSE,FALSE,
"Manzewski, Dirk",1960,"richter",0,"spd","MV",9,266,1,1998,1,1,"Manzewski","Dirk",38,"richter",,,,"not_legis",FALSE,FALSE,
"Marchl, Theresa",1955,"chemie-ingenieur",1,"fdp","BY",16,229,0,1998,1,1,"Marchl","Theresa",43,"chemie ingenieur",,,,"not_legis",FALSE,FALSE,
"Marhold, Tobias",1969,"angestellter",0,"spd","ST",8,285,1,1998,1,1,"Marhold","Tobias",29,"angestellter",,,,"not_legis",FALSE,FALSE,
"Mark, Lothar",1945,,0,"spd","BW",24,179,1,1998,1,1,"Mark","Lothar",53,,,,,"only_legis",TRUE,TRUE,"bürgermeister"
"Marquardt, Angela",1971,"studentin",1,"left","MV",3,,1,1998,0,1,"Marquardt","Angela",27,"studentin",,,,"not_legis",FALSE,FALSE,
"Marschewski, Erwin",1940,"städtischer oberrechtsrat a.d.",0,"cdu_csu","NW",16,91,1,1998,1,1,"Marschewski","Erwin",58,,"städtischer oberrechtsrat",,,"is_legis",TRUE,FALSE,"mdb"
"Marten, Günter",1939,,0,"cdu_csu","MV",7,264,0,1998,1,1,"Marten","Günter",59,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Martinez-Tonn, Patricia",1967,"studentin",1,"fdp","HH",3,,0,1998,0,1,"Martinez-Tonn","Patricia",31,"studentin",,,,"not_legis",FALSE,FALSE,
"Martsch, Christina",1946,"diplom-psychologin",1,"greens","NW",30,96,0,1998,1,1,"Martsch","Christina",52,"diplom psychologin",,,,"not_legis",FALSE,FALSE,
"Maruska-Rau, Claudia",1950,"diplom-betriebswirtin",1,"cdu_csu","HE",41,,0,1998,0,1,"Maruska-Rau","Claudia",48,"diplom betriebswirtin",,,,"not_legis",FALSE,FALSE,
"Marx, Andreas",1974,"krankenpfleger",0,"left","RP",5,,0,1998,0,1,"Marx","Andreas",24,"krankenpfleger",,,,"not_legis",FALSE,FALSE,
